actor,year,polity,eu,gdppc,gdppc_log,gniam,gniam_log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,1999,-1,0,130.7530239,2.116451742,866791060.2,8.937914423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,1999,8,0,1659.718611,3.220034464,12146867055,10.08446428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,1999,10,0,22315.17429,4.348600283,6.52E+11,11.8142476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,1999,-5,0,786.8458877,2.895889679,11080228678,10.04454872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,1999,-1,0,1154.479067,3.062386063,11767120766,10.07067021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,1999,5,0,273.4279279,2.436842871,980949372.7,8.991646594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,1999,-1,0,192.269472,2.283910334,1602710002,9.204854947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1999,8,0,4981.191106,3.697333204,78175211085,10.89306906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1999,7,0,2236.072925,3.349485963,91019551802,10.95913469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,1999,-6,0,780.5897051,2.892422819,1496713470,9.175138667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,1999,10,0,3653.754208,3.562739329,13446440669,10.12860734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,1999,-7,0,2562.274105,3.408625588,26570698403,10.42440297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,1999,10,0,15287.91895,4.184348372,9848660642,9.993377173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,1999,10,0,6337.409954,3.801911802,62843272519,10.79825879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,1999,1,0,745.2067822,2.872276799,2325113306,9.366444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,1999,0,0,4829.241889,3.683878959,293329173.6,8.467355259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,1999,8,0,2631.74358,3.420243572,21206294909,10.3264648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,1999,0,0,99.75725083,1.998944472,4836509406,9.684532037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,1999,9,0,1582.758607,3.199414684,22149889065,10.34537156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,1999,-6,0,1297.57469,3.113132366,88414978341,10.94652584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1999,7,0,4140.936602,3.617098581,29899078842,10.47565781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,1999,10,NA,18482.61296,4.266763369,7.97244E+12,12.90159126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,1999,8,0,2351.722429,3.371386061,1894424632,9.277477332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,1999,-4,0,3758.161936,3.57497549,3933969319,9.594830969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,1999,-5,0,583.4046826,2.765969911,818539863.7,8.913039835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,1999,2,0,402.4714448,2.604735073,7391229781,9.868716704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,1999,3,0,186.0352265,2.269595187,191831734,8.282920452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,1999,0,0,4512.224618,3.654390711,441876195.3,8.645300606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,1999,8,0,1619.510736,3.209383831,18718073930,10.27226116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,1999,-1,0,423.4038007,2.626754752,3591956532,9.555331072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,1999,6,0,916.5463808,2.962154447,646606320.1,8.810639945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,1999,3,0,506.0002218,2.704150707,3743169963,9.573239547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,1999,-7,0,25091.6666,4.399529508,1.70E+11,11.23044892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,1999,7,0,990.297834,2.995765829,5937524372,9.773605405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,1999,10,0,4793.477848,3.680650725,45930815962,10.66210416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,1999,0,0,32381.62822,4.510298682,8432199406,9.925940868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,1999,9,0,440.9614546,2.644400629,4.54E+11,11.65705585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,1999,6,0,663.5232299,2.821856132,1.20E+11,11.07918125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,1999,6,0,19742.44091,4.295400847,1.17E+11,11.06818586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,1999,9,0,3423.008643,3.534407996,8203087496,9.913977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,1999,10,0,36610.16671,4.563601707,4.35E+12,12.63848926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,1999,4,0,430.3672619,2.633839227,13283704670,10.12331921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,1999,-7,0,16044.51136,4.205326495,32920302313,10.51746381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,1999,-3,0,258.0492288,2.411702565,1447516508,9.160623525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,1999,8,0,3151.577018,3.498527925,7142032637,9.85382183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,1999,6,0,457.70433,2.660585021,1226633795,9.088714926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,1999,0,0,81683.4555,4.912134102,2577197457,9.411147694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,1999,-6,0,757.8090785,2.879559804,2092445545,9.320654164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,1999,0,0,2118.721495,3.326073873,540744320.7,8.732991967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,1999,7,0,271.9429822,2.434477856,4317952530,9.635277864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,1999,3,0,3538.362993,3.548802384,76642413267,10.88446917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,1999,10,0,3695.933686,3.56772417,4299817915,9.633450065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,1999,6,0,235.5102338,2.372009784,2289144434,9.359673195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,1999,-7,0,15387.5287,4.187168876,6124925546,9.787100814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,1999,6,0,6230.697201,3.794536646,5.37E+11,11.72997429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,1999,5,0,315.1714678,2.498546894,3091573197,9.490179533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,1999,0,0,10720.90588,4.030231483,4082406315,9.610916227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,1999,10,0,435.4184944,2.638906872,1133862001,9.054560201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,1999,-6,0,1627.135132,3.211423622,43785469643,10.64133001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,1999,-5,0,125.3022579,2.097958897,5557059043,9.744845011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,1999,5,0,344.7017804,2.537443527,5630869678,9.750575476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,1999,6,0,2175.449396,3.337548985,3952983337,9.596924984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,1999,10,0,15322.22383,4.185321802,57664018469,10.7609049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,1999,8,0,961.5515216,2.982972559,4616891485,9.664349667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,1999,4,0,496.0307379,2.69550859,54389240267,10.73551299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,1999,5,0,225.9535079,2.354019088,2618159295,9.417996067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,1999,10,0,36393.42496,4.561022929,1.59E+11,11.20139712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,1999,-6,0,420.6826091,2.623954559,61662177332,10.79001886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,1999,9,0,4121.56222,3.61506186,11140739014,10.046914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,1999,7,0,1758.260193,3.245083144,8341183290,9.921227665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,1999,-1,0,1911.735017,3.281427695,53031404264,10.72453313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,1999,8,0,1123.163562,3.050443006,95614802700,10.98052513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,1999,4,0,653.4081341,2.815184537,3600895190,9.556410481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,1999,9,0,4398.071805,3.643262316,1.72E+11,11.23552845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,1999,-10,0,20207.22559,4.30550669,18198823117,10.2600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,1999,8,0,10672.41793,4.028262824,4.86E+11,11.68663627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,1999,8,0,1599.906489,3.2040946,36069349495,10.55713831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1999,-6,0,269.3053659,2.430245007,2063996748,9.314709009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,1999,9,0,3267.939079,3.514273952,1.54E+11,11.18752072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,1999,7,0,1904.874902,3.27986646,10587396548,10.02478918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,1999,-1,0,695.5520825,2.842329655,6557173306,9.816716662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,1999,0,0,149.5783419,2.174868715,679236753.9,8.832021178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,1999,-4,0,21796.64168,4.338389585,92486842957,10.96607996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,1999,0,0,9070.73027,3.957642253,361294682.7,8.55786157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,1999,9,0,5645.581396,3.751708673,29034300786,10.46291137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,1999,0,0,5825.067308,3.765300948,798703281.6,8.902385469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,1999,10,0,11452.78312,4.058911037,22455405678,10.35132091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,1999,8,0,1164.100165,3.065990351,464719583.6,8.667190974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,1999,5,0,838.5636427,2.923536029,15631974448,10.19401384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,1999,5,0,1883.889099,3.275055333,908170673.6,8.958167474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,1999,0,0,3427.505755,3.534978193,356528150.1,8.552093826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,1999,-7,0,1519.966666,3.181834064,1719892543,9.235501314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,1999,10,0,41696.94037,4.620104189,3.16E+11,11.49968708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,1999,-1,0,390.4956055,2.591616151,10506465944,10.02145666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,1999,9,0,2028.56878,3.307189737,1.23E+11,11.08990511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,1999,-2,0,440.1397924,2.643590634,2053260459,9.312444044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,1999,9,0,5130.866071,3.710190679,6177159010,9.790788781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,1999,-3,0,2343.997255,3.369957099,21773581253,10.33792987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,1999,7,0,4057.822081,3.608293001,2.24E+11,11.35024802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1999,-8,0,27261.90657,4.435556225,98424973047,10.9931053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,1999,-4,0,257.6785777,2.411078315,6572754408,9.817747405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,1999,10,1,28788.96929,4.459226116,1.65E+12,12.21748394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,1999,10,0,7314.490951,3.864184107,24079639820,10.38164999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,1999,10,0,34515.39023,4.538012788,9.40E+12,12.97312785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,1999,7,0,4087.829348,3.611492757,84805710961,10.9284251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,1999,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,1999,1,0,353.8302091,2.548794909,3573979656,9.553152076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,1999,-3,0,585.3317992,2.767402119,4706812682,9.672726915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,2000,0,0,11010.19746,4.041795108,767360091.5,8.884999209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,2000,5,0,1126.68334,3.051801873,3406993379,9.53237129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,2000,-6,0,556.8842437,2.74576493,5902876836,9.771063722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,2000,8,0,7666.517834,3.88459815,2.76E+11,11.44090908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,2000,10,0,21853.44999,4.339520009,4.05E+11,11.60745502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,2000,-9,0,12738.77412,4.105127637,7269717895,9.861517558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,2000,0,0,11560.2459,4.062967072,2926246619,9.466310925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,2000,6,0,502.997981,2.701566242,3285463000,9.516596581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFO,2000,-3,0,249.8020757,2.397596043,3135673599,9.496330849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,2000,0,0,4642.147035,3.666718892,1057987453,9.024480517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,2000,6,0,413.1001853,2.61605539,55712709024,10.74595428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2000,9,0,977.3294704,2.990040995,8287220403,9.918408889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOT,2000,8,0,3351.696517,3.525264688,5217043710,9.717424475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,2000,8,0,3726.81142,3.571337418,6.87E+11,11.83695674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRU,2000,0,0,17971.88881,4.254593723,4892164114,9.689501018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,2000,-1,0,138.0046172,2.139893617,859340937.1,8.934165501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,2000,8,0,1621.262107,3.209853232,13562745082,10.1323476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,2000,10,0,24271.00206,4.385087707,6.98E+11,11.84385542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,2000,-5,0,700.1632362,2.845199303,10876798938,10.0365011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,2000,4,0,986.7773529,2.994219174,10715842938,10.03002634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,2000,5,0,243.8775801,2.387171877,938658349.3,8.972507548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,2000,-1,0,168.1176582,2.225613332,1507015823,9.178117812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2000,9,0,5097.114937,3.707324427,77935156152,10.89173341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2000,7,0,2546.850213,3.406003404,92669093766,10.96693492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,2000,-6,0,1029.960689,3.012820649,1768073607,9.247500341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,2000,10,0,3773.033793,3.576690695,14147095325,10.15066728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,2000,8,0,4952.377753,3.694813764,23701313140,10.37477241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2000,-7,0,2752.203783,3.439680587,29128448508,10.46431735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2000,10,0,14388.34766,4.158010923,9843307590,9.993141056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,2000,10,0,6028.582612,3.780215217,64985326114,10.8128153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,2000,1,0,742.8656972,2.870910305,2325113306,9.366444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,2000,0,0,4879.149773,3.68834415,294217097.5,8.468667907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,2000,8,0,2845.84661,3.454211488,22728940522,10.35657919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,2000,0,0,392.6263338,2.593979425,6352189721,9.802923461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,2000,6,0,1451.530885,3.161826281,19661166279,10.29360928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,2000,-6,0,1398.859831,3.145774199,97432762040,10.98870501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2000,9,0,4070.609024,3.609659391,5820015771,9.764924161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,2000,10,NA,16948.33087,4.229126934,7.94372E+12,12.90002393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,2000,6,0,2015.857496,3.304459828,1807689214,9.257123767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2000,-4,0,3991.157151,3.601098828,3803609035,9.58019587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,2000,-5,0,544.6209571,2.736094349,821353706.6,8.914530221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2000,2,0,253.3802114,2.403772694,6465489086,9.810601383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2000,5,0,301.495571,2.479280937,251824388.6,8.401097788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,2000,2,0,749.908535,2.875008297,3214985860,9.507179067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,2000,0,0,4840.684064,3.684906739,473787968.8,8.675584028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,2000,8,0,1664.307712,3.221233626,19403823770,10.28788732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,2000,-1,0,359.2866701,2.555441105,3325081110,9.521802244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2000,6,0,938.893298,2.972616239,662571887.2,8.821233005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,2000,-2,0,814.9979197,2.9111565,4628894871,9.665477317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,2000,-7,0,25756.77397,4.410891467,1.80E+11,11.25527251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,2000,7,0,1079.605666,3.033265155,6707315558,9.826548739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2000,10,0,4624.282203,3.66504433,47144494749,10.67343099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,2000,0,0,32096.37226,4.506455948,8869735783,9.947910683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,2000,9,0,442.0347789,2.645456441,4.67E+11,11.66931688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,2000,6,0,770.8653516,2.886978526,1.22E+11,11.08635983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,2000,6,0,21630.57077,4.335067979,1.26E+11,11.10037055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,2000,9,0,3447.303896,3.53747957,8598298005,9.934412493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,2000,-2,0,1673.358125,3.223588897,8567133295,9.932835524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2000,10,0,39169.36018,4.592946478,4.67E+12,12.66931688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,2000,4,0,411.8213539,2.614708862,13172821884,10.11967882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,2000,-7,0,19493.91453,4.289899058,36767820073,10.56546788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,2000,-3,0,279.6195693,2.446567562,1375311508,9.138401077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,2000,8,0,3361.640869,3.526551315,7863357763,9.895608035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,2000,6,0,443.9499284,2.64733399,1185612291,9.073942693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,2000,0,0,75210.15544,4.876276486,2617079930,9.417816987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,2000,-6,0,660.3038518,2.819743831,1907497249,9.28046392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,2000,0,0,2209.988231,3.344389961,579046007.2,8.762713071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,2000,7,0,285.4664633,2.455555095,4520834806,9.655218638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,2000,3,0,4087.562593,3.611464416,80178759407,10.90405933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,2000,10,0,3929.081732,3.594291063,4631888467,9.665758093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,2000,6,0,225.9524555,2.354017065,2302685513,9.362234629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,2000,-7,0,15684.77955,4.195478419,6295987681,9.79906387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2000,8,0,7232.910681,3.859313102,6.14E+11,11.78816837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2000,5,0,263.4983842,2.420777956,3106499831,9.492271334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,2000,0,0,11083.0128,4.044657835,4273279544,9.630761304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
