actor,year,polity,eu,gdppc,gdppc_log,gniam,gniam_log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,2017,6,0,414.7403226,2.617776261,2006376458,9.302412423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,2017,-1,0,662.8974734,2.821446364,9630752666,9.98366023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2017,10,0,15045.52785,4.177407429,2.45E+11,11.38916608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2017,-7,0,8817.045496,3.945323082,1.21E+13,13.08278537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2017,7,0,6449.970987,3.809557761,2.90E+11,11.462398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,2017,-4,0,2088.500299,3.319834542,8713426808,9.940188988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,2017,10,0,12118.13362,4.083435737,56910786746,10.75519459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,2017,9,1,13562.14405,4.132328353,53800778917,10.73078856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2017,-7,0,8543.360968,3.931628756,90098235719,10.95471629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2017,10,1,26697.00586,4.426462557,21527943829,10.33300255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,2017,9,1,20636.19995,4.314629727,1.94E+11,11.28780173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,2017,3,0,2655.73322,3.424184446,2581255193,9.411830943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,2017,0,0,7408.091301,3.869706326,519392552.3,8.715495718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,2017,7,0,7513.497951,3.875842172,74569115784,10.87255899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,2017,-3,0,451.0890886,2.654262322,37221273736,10.57079123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,2017,-7,0,2992.071746,3.475972003,2.55E+11,11.40654018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,2017,5,0,6246.404252,3.795630087,98293807219,10.99252616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,2017,-4,0,2439.967284,3.387384003,2.99E+11,11.47567119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2017,9,1,20437.76538,4.310433409,24718216209,10.39301713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,2017,8,NA,33088.67455,4.519679371,1.42018E+13,13.15234339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,2017,2,0,5825.198813,3.765310752,4708581094,9.672890054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2017,3,0,6975.695197,3.843587496,13440719188,10.12842251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,2017,4,0,632.0010179,2.800717778,1458120054,9.163793283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2017,8,0,1998.722666,3.300752537,54862335112,10.73927429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2017,6,0,718.2457378,2.856273057,1237220646,9.092447159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,2017,7,0,4356.928595,3.639180442,15049121907,10.17751116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,2017,0,0,9309.261296,3.96891522,969194664.7,8.986411015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,2017,8,0,4454.024661,3.648752617,65897808769,10.81887097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,2017,4,0,843.4642792,2.926066695,9948322342,9.997749849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2017,7,0,6220.978568,3.793858705,4581606086,9.661017747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,2017,5,0,1389.358623,3.142814361,14811035497,10.17058542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,2017,-7,0,46160.42979,4.664269844,3.43E+11,11.53529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,2017,7,0,2403.306094,3.380809088,21170286999,10.32572675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2017,10,1,14621.2396,4.164984194,1.29E+11,11.11058971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,2017,0,0,72010.14903,4.85739371,20683023302,10.31561402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,2017,9,0,1957.969814,3.291805992,2.44E+12,12.38738983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,2017,9,0,3839.785075,3.584306916,9.34E+11,11.97034688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,2017,6,0,41114.78171,4.613997989,3.34E+11,11.52374647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,2017,9,0,5273.148923,3.722070037,13874027290,10.14220254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,2017,-3,0,4073.116403,3.609926822,40069457312,10.60281346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2017,10,0,38834.05293,4.589212718,4.94E+12,12.69372695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,2017,9,0,1675.98843,3.224271016,75691962603,10.87904977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,2017,-7,0,29258.28964,4.466248935,1.27E+11,11.10380372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,2017,8,0,1242.770223,3.094390839,6901491002,9.838942926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,2017,-6,0,9247.580687,3.966028129,1.45E+11,11.161368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2017,-7,0,2439.463355,3.387294299,15708810805,10.19614331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,2017,8,1,15695.11515,4.195764506,28872601700,10.46048592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,2017,6,0,706.892692,2.849353492,3021886622,9.480278166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,2017,8,0,1062.712399,3.026415748,2495100156,9.397087983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,2017,0,0,170875.7399,5.232680408,4159688359,9.619060795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,2017,10,1,16885.40739,4.227511543,43229711460,10.63578234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,2017,-2,0,1634.642845,3.213422878,6541181949,9.81565623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,2017,9,0,5450.497035,3.736436108,10241179866,10.01034999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,2017,0,0,10063.00371,4.002727633,4269080141,9.630334308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,2017,6,0,503.4980587,2.7019978,11965832666,10.07794293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,2017,5,0,9979.704757,3.999117693,3.09E+11,11.48995848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,2017,10,0,10841.68467,4.035096772,13170416666,10.11959951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,2017,6,0,500.1655472,2.699113773,8606790114,9.934841212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,2017,-7,0,78985.63229,4.897548099,43550986323,10.638998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2017,8,0,9434.378179,3.974713281,1.11E+12,12.04532298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,2017,9,0,3454.95469,3.538442356,9105400533,9.959299055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2017,5,0,795.6828021,2.900739971,14186516790,10.15187578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,2017,0,1,28823.34576,4.459744391,11546894718,10.06246521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2017,9,0,7803.362579,3.892281787,4611709142,9.663861909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,2017,10,0,3708.248221,3.569168797,10075849820,10.00328169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,2017,-4,0,3288.502686,3.516998201,1.14E+11,11.05690485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,2017,8,0,1175.202555,3.070112727,63133209278,10.80025787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,2017,5,0,462.6999701,2.665299471,13377700585,10.12638147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,2017,6,0,5453.570623,3.736680942,11102308102,10.04541328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,2017,6,0,1027.965474,3.011978528,27232902796,10.43509394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2017,10,0,42910.97284,4.632568361,1.87E+11,11.27184161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2017,6,0,2127.277659,3.327824179,12954209826,10.11241093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,2017,7,0,1941.879485,3.288222274,4.00E+11,11.60205999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,2017,5,0,514.5432689,2.711421901,11171093471,10.04809569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2017,10,0,76131.8384,4.881566317,4.02E+11,11.60422605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,2017,-8,0,17802.57512,4.250482827,75255723439,10.87653954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2017,7,0,1567.64062,3.195246508,3.11E+11,11.49276039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,2017,9,0,15185.97248,4.181442609,56408980690,10.75134825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,2017,9,0,6136.058354,3.787889481,36874608011,10.56672741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2017,9,0,6676.307788,3.82453635,1.91E+11,11.28103337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,2017,8,0,3077.434432,3.488188809,3.71E+11,11.56937391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2017,5,0,2495.140474,3.397095001,21821422623,10.33888306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,2017,10,1,13815.49995,4.140366606,4.82E+11,11.68304704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2017,-10,0,59407.69805,4.773842725,1.55E+11,11.1903317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,2017,8,0,31616.8434,4.499918508,1.56E+12,12.1931246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,2017,9,1,10727.97175,4.030517621,1.97E+11,11.29446623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,2017,4,0,10720.33203,4.030208237,1.35E+12,12.13033377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,2017,-3,0,756.5476049,2.878836261,8798042543,9.944386058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,2017,9,0,6734.475153,3.828303755,3.37E+11,11.5276299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,2017,8,0,3986.049014,3.600542635,23009116412,10.36189994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,2017,-10,0,20910.48296,4.320364064,6.87E+11,11.83695674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,2017,7,0,1385.199215,3.141512237,19680292639,10.29403155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,2017,0,0,15961.24168,4.203066674,1353817695,9.131560186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,2017,7,0,484.4561156,2.685254443,3976076488,9.59945473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,2017,-2,0,61164.89736,4.786502251,3.08E+11,11.48855072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,2017,0,0,22160.60363,4.345581586,956881988.9,8.98085838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,2017,10,1,17585.197,4.245147238,90648617588,10.95736119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,2017,0,0,11270.4329,4.051940598,1806388586,9.25681118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,2017,10,1,23514.02546,4.371326984,45754228736,10.66043124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,2017,8,0,2283.578944,3.35861603,1386105750,9.141796365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,2017,6,0,4388.201908,3.642286602,90641300874,10.95732613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,2017,5,0,6112.882912,3.786246077,3387466350,9.52987499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,2017,0,0,7996.656233,3.902908427,817509612.9,8.912492868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,2017,-7,0,3824.046783,3.582523197,3810249589,9.580953425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2017,10,0,82254.37693,4.915159017,6.83E+11,11.8344207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,2017,-3,0,844.3652499,2.926530351,9110541882,9.959544209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,2017,10,0,25061.624,4.39900921,1.21E+12,12.08278537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,2017,3,0,975.9245605,2.989416248,51714243268,10.71361017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,2017,-3,0,6436.789649,3.808669317,4.13E+11,11.61595005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,2017,-2,0,814.4198376,2.910848344,6218178628,9.793663194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,2017,0,0,4367.25563,3.640208613,468564827.8,8.670769686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,2017,9,0,16094.66678,4.20668199,23002712998,10.36177906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,2017,7,0,3569.718839,3.552634011,43115968600,10.63463815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,2017,-4,0,10464.00779,4.019698054,8.91E+11,11.9498777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2017,-8,0,43063.96748,4.634114039,3.82E+11,11.58206336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,2017,-1,0,766.177604,2.884329453,30589558022,10.4855732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,2017,8,1,40622.68939,4.608768672,2.76E+12,12.44090908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,2017,4,0,2638.325439,3.421328365,1.00E+11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,2017,10,0,18995.39702,4.278648375,56644986606,10.75316148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2017,8,0,59907.75426,4.77748304,1.93E+13,13.28555731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,2017,0,0,3032.19702,3.481757417,828668272.9,8.918380711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2017,-3,0,15975.72938,4.203460695,3.93E+11,11.59439255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,2017,0,0,4261.640513,3.629576812,841236827.1,8.924918277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,2017,0,0,893.7165729,2.951199811,30042745349,10.47773962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,2017,6,0,1495.752138,3.174859632,21930929002,10.34105703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,2017,4,0,1192.107012,3.076315243,17315251806,10.23842881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,2018,0,0,17514.35586,4.24339417,1525246617,9.18334007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2018,-1,0,502.0570992,2.700753112,19181219740,10.28287622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,2018,9,0,5287.660817,3.723263589,13932831372,10.14403938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,2018,-2,0,2487.500996,3.395763263,58543003943,10.767475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,2018,9,0,11795.16289,4.071703943,5.53E+11,11.74272513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2018,7,0,4391.923274,3.642654744,12521390587,10.09765256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,2018,10,0,57206.99067,4.757449103,1.33E+12,12.12385164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,2018,-10,0,25415.84662,4.405104581,34521686823,10.53809201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,2018,0,0,18224.89059,4.26066493,4759806658,9.677589312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,2018,7,0,1194.438214,3.077163689,13728468410,10.13762209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFO,2018,6,0,779.2027681,2.891650487,14844368559,10.17156173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,2018,0,0,6059.162553,3.782412604,2162558505,9.334967866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,2018,-6,0,1963.412707,3.293011597,3.30E+11,11.51851394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2018,7,0,3471.006951,3.540455483,38242657886,10.58254807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOT,2018,8,0,6947.817841,3.841848424,15242048412,10.18304334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,2018,8,0,9121.020092,3.960043412,1.92E+12,12.28330123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRU,2018,0,0,31241.02397,4.49472526,12604950445,10.10054114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,2018,-1,0,232.0606166,2.365601442,2751048868,9.439498305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,2018,9,1,9451.85087,3.975516861,59987639274,10.77806177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,2018,-4,0,1533.315985,3.185631663,22796925306,10.35787628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,2018,10,0,46547.79518,4.667899115,1.67E+12,12.22271647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,2018,-5,0,1594.060109,3.202504694,37690698590,10.57623419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,2018,10,0,3860.454811,3.586638473,2072912100,9.316580887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,2018,4,0,2295.540335,3.360884928,55125815645,10.74135503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,2018,6,0,435.9322963,2.639419045,2299192876,9.361575405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,2018,-1,0,720.2651009,2.857492372,10458838396,10.01948345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2018,10,0,15795.70814,4.198539101,2.73E+11,11.43616265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2018,-7,0,9905.406118,3.995872286,1.34E+13,13.1271048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2018,7,0,6782.03792,3.831360214,3.11E+11,11.49276039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,2018,-4,0,2512.384167,3.400086048,10380087088,10.016201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,2018,10,0,12383.14995,4.092831132,59880004849,10.77728183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,2018,9,1,15003.14068,4.176182182,58596361271,10.76787065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2018,-5,0,8831.907222,3.946054498,97808552246,10.99037683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2018,10,1,29419.88672,4.468640996,23851694434,10.37751924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,2018,9,1,23424.48046,4.369669967,2.19E+11,11.34044411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,2018,3,0,2755.838293,3.44025373,2789282790,9.445492547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,2018,0,0,7833.195013,3.893938939,558475553.8,8.747004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,2018,7,0,7947.159354,3.900211921,82662422721,10.91730813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,2018,-3,0,546.2125933,2.737361709,41634219507,10.61945043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,2018,-7,0,3267.225009,3.514179045,2.91E+11,11.46389299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,2018,5,0,6321.349401,3.800809796,1.04E+11,11.01703334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,2018,-4,0,2531.200079,3.403326475,2.86E+11,11.45636603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2018,9,1,23165.84948,4.36484823,27993622667,10.4470591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,2018,8,NA,35749.08806,4.553264968,1.54506E+13,13.18894535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,2018,2,0,6073.395195,3.783431542,5219764188,9.717650883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2018,3,0,7694.906045,3.886203321,14478863022,10.16073446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,2018,4,0,683.3246379,2.83462708,1642760732,9.215574313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2018,8,0,2180.029684,3.338462407,63155714073,10.80041265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2018,6,0,781.6443676,2.893009203,1342845895,9.128026176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,2018,7,0,4722.042423,3.674129884,16628258702,10.22084677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,2018,0,0,9574.310271,3.981107497,1064984996,9.027343489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,2018,8,0,4485.752384,3.651835297,71991566181,10.85728162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,2018,4,0,944.4172686,2.97516392,10687798812,10.02888827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2018,7,0,6094.909837,3.784967285,4899561519,9.690157215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,2018,5,0,1489.578406,3.173063368,15686978237,10.19553929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,2018,-7,0,48537.56689,4.686078002,3.73E+11,11.57170883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,2018,7,0,2457.686012,3.390526398,22310395623,10.34850727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2018,10,1,16425.20503,4.215510799,1.46E+11,11.16435286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,2018,0,0,74452.18907,4.871877472,23904816144,10.37848541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,2018,9,0,1974.37773,3.295430244,2.71E+12,12.43296929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,2018,9,0,3902.661675,3.591360904,1.03E+12,12.01283722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,2018,6,0,42406.84543,4.627435967,3.70E+11,11.56820172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,2018,9,0,5594.493107,3.747760743,14700885318,10.16734349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,2018,-3,0,4146.407311,3.617671962,42817287050,10.63161915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2018,10,0,39751.1331,4.599349513,5.30E+12,12.72427587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,2018,9,0,1845.783413,3.266180739,86589036331,10.93746291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,2018,-7,0,32012.1352,4.505314642,1.39E+11,11.1430148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,2018,8,0,1308.139779,3.116654152,7731832022,9.88828241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,2018,-6,0,9812.625422,3.991785221,1.48E+11,11.17026172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2018,-7,0,2553.361866,3.407112368,17553676412,10.24436809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,2018,8,1,17865.03109,4.252003776,31911054061,10.50394115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,2018,7,0,700.0370394,2.845121019,3054740444,9.484974315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,2018,8,0,1162.978792,3.065571795,2566433105,9.409329949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,2018,0,0,175286.6193,5.243748765,4159688359,9.619060795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,2018,10,1,19186.35959,4.28299258,48952802285,10.68977756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,2018,-2,0,1749.954236,3.243026691,7293358969,9.862927589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,2018,9,0,6108.739131,3.785951579,11422983885,10.05777956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,2018,0,0,10823.61048,4.034372154,4750973256,9.676782586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,2018,6,0,512.5439915,2.709731147,13057333187,10.11585449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,2018,7,0,11073.97859,4.04430368,3.36E+11,11.52633928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,2018,10,0,11643.4606,4.066082078,14569498588,10.16344461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,2018,6,0,537.9322041,2.730727545,9145297667,9.961197846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,2018,-7,0,84923.30876,4.929026907,48157161997,10.68266089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2018,8,0,9857.007487,3.993745086,1.16E+12,12.06445799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,2018,9,0,4156.9575,3.618775584,10429051160,10.0182448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2018,5,0,856.3565959,2.932654647,15906291517,10.20156894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,2018,0,1,31566.35811,4.499224479,13560584961,10.13227842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2018,9,0,8850.378404,3.94696184,5254801765,9.720556337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,2018,10,0,4165.022821,3.619617385,11706074335,10.06841128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
